"sim_year","site","year","md","ave30moistureMeasure","ave30_60moistureMeasure","ave60_100moistureMeasure","totalSoilMoistureMeasure","ID_sim","DOY","Rain","Irri","bulk_density","porosity","TW0_30","TW30_60","TW60_100","allTWsim","topPorosity"
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,37,173,0,0,1.15,0.56,8.82,10.35,15.84,35.01,0.57
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,5,173,0,0,1.1,0.58,9.21,10.77,16.4,36.38,0.58
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,71,173,0,0,1.2,0.54,8.46,9.93,15.24,33.63,0.55
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,4,173,0,0,1.1,0.58,9.21,10.77,16.4,36.38,0.58
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,70,173,0,0,1.2,0.54,8.46,9.93,15.24,33.63,0.55
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,38,173,0,0,1.15,0.56,8.82,10.35,15.84,35.01,0.57
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,39,173,0,0,1.15,0.56,8.82,10.35,15.84,35.01,0.57
2001,2,2001,"06-22",9.3,9.15,13.2,31.9,6,173,0,0,1.1,0.58,9.21,10.77,16.4,36.38,0.58
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,72,174,0,0,1.2,0.54,8.04,9.72,15.2,32.96,0.55
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,71,174,0,0,1.2,0.54,8.04,9.72,15.2,32.96,0.55
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,4,174,0,0,1.1,0.58,8.79,10.59,16.36,35.74,0.58
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,70,174,0,0,1.2,0.54,8.04,9.72,15.2,32.96,0.55
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,37,174,0,0,1.15,0.56,8.43,10.17,15.8,34.4,0.57
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,38,174,0,0,1.15,0.56,8.43,10.17,15.8,34.4,0.57
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,39,174,0,0,1.15,0.56,8.43,10.17,15.8,34.4,0.57
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,5,174,0,0,1.1,0.58,8.79,10.59,16.36,35.74,0.58
2001,2,2001,"06-23",9.3,9.15,13.2,31.9,6,174,0,0,1.1,0.58,8.79,10.59,16.36,35.74,0.58
2001,2,2001,"06-24",9,9,13.2,31.5,71,175,0,0,1.2,0.54,7.59,9.48,15.16,32.23,0.55
2001,2,2001,"06-24",9,9,13.2,31.5,5,175,0,0,1.1,0.58,8.34,10.35,16.28,34.97,0.58
2001,2,2001,"06-24",9,9,13.2,31.5,70,175,0,0,1.2,0.54,7.59,9.48,15.16,32.23,0.55
2001,2,2001,"06-24",9,9,13.2,31.5,72,175,0,0,1.2,0.54,7.59,9.48,15.16,32.23,0.55
2001,2,2001,"06-24",9,9,13.2,31.5,4,175,0,0,1.1,0.58,8.34,10.35,16.28,34.97,0.58
2001,2,2001,"06-24",9,9,13.2,31.5,38,175,0,0,1.15,0.56,7.98,9.9,15.72,33.6,0.57
2001,2,2001,"06-24",9,9,13.2,31.5,39,175,0,0,1.15,0.56,7.98,9.9,15.72,33.6,0.57
2001,2,2001,"06-24",9,9,13.2,31.5,37,175,0,0,1.15,0.56,7.98,9.9,15.72,33.6,0.57
2001,2,2001,"06-24",9,9,13.2,31.5,6,175,0,0,1.1,0.58,8.34,10.35,16.28,34.97,0.58
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,72,176,0,0,1.2,0.54,7.17,9.21,15.04,31.42,0.55
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,71,176,0,0,1.2,0.54,7.17,9.21,15.04,31.42,0.55
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,39,176,0,0,1.15,0.56,7.53,9.66,15.6,32.79,0.57
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,4,176,0,0,1.1,0.58,7.89,10.08,16.2,34.17,0.58
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,70,176,0,0,1.2,0.54,7.17,9.21,15.04,31.42,0.55
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,38,176,0,0,1.15,0.56,7.53,9.66,15.6,32.79,0.57
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,37,176,0,0,1.15,0.56,7.53,9.66,15.6,32.79,0.57
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,6,176,0,0,1.1,0.58,7.89,10.08,16.2,34.17,0.58
2001,2,2001,"06-25",8.55,8.85,13.2,30.9,5,176,0,0,1.1,0.58,7.89,10.08,16.2,34.17,0.58
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,71,177,0,22,1.2,0.54,9.21,9.06,14.96,33.23,0.55
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,70,177,0,22,1.2,0.54,9.21,9.06,14.96,33.23,0.55
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,39,177,0,22,1.15,0.56,9.57,9.51,15.56,34.64,0.57
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,6,177,0,22,1.1,0.58,9.93,9.96,16.12,36.01,0.58
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,38,177,0,22,1.15,0.56,9.57,9.51,15.56,34.64,0.57
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,72,177,0,22,1.2,0.54,9.21,9.06,14.96,33.23,0.55
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,37,177,0,22,1.15,0.56,9.57,9.51,15.56,34.64,0.57
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,5,177,0,22,1.1,0.58,9.93,9.96,16.12,36.01,0.58
2001,2,2001,"06-26",8.25,8.7,13.2,30.6,4,177,0,22,1.1,0.58,9.93,9.96,16.12,36.01,0.58
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,70,178,0,0,1.2,0.54,8.85,8.88,14.88,32.61,0.55
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,39,178,0,0,1.15,0.56,9.21,9.33,15.48,34.02,0.57
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,6,178,0,0,1.1,0.58,9.57,9.78,16.04,35.39,0.58
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,72,178,0,0,1.2,0.54,8.85,8.88,14.88,32.61,0.55
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,38,178,0,0,1.15,0.56,9.21,9.33,15.48,34.02,0.57
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,5,178,0,0,1.1,0.58,9.57,9.78,16.04,35.39,0.58
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,71,178,0,0,1.2,0.54,8.85,8.88,14.88,32.61,0.55
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,37,178,0,0,1.15,0.56,9.21,9.33,15.48,34.02,0.57
2001,2,2001,"06-27",8.1,8.7,13.4,30.8,4,178,0,0,1.1,0.58,9.57,9.78,16.04,35.39,0.58
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,39,179,0,0,1.15,0.56,8.88,9.15,15.36,33.39,0.57
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,72,179,0,0,1.2,0.54,8.52,8.73,14.8,32.05,0.55
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,71,179,0,0,1.2,0.54,8.52,8.73,14.8,32.05,0.55
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,38,179,0,0,1.15,0.56,8.88,9.15,15.36,33.39,0.57
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,6,179,0,0,1.1,0.58,9.24,9.6,15.96,34.8,0.58
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,70,179,0,0,1.2,0.54,8.52,8.73,14.8,32.05,0.55
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,37,179,0,0,1.15,0.56,8.88,9.15,15.36,33.39,0.57
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,5,179,0,0,1.1,0.58,9.24,9.6,15.96,34.8,0.58
2001,2,2001,"06-28",8.25,8.7,13.4,30.9,4,179,0,0,1.1,0.58,9.24,9.6,15.96,34.8,0.58
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,70,180,0,22,1.2,0.54,10.41,8.55,14.68,33.64,0.55
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,39,180,0,22,1.15,0.56,10.77,9,15.24,35.01,0.57
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,72,180,0,22,1.2,0.54,10.41,8.55,14.68,33.64,0.55
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,6,180,0,22,1.1,0.58,11.13,9.42,15.84,36.39,0.58
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,5,180,0,22,1.1,0.58,11.13,9.42,15.84,36.39,0.58
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,38,180,0,22,1.15,0.56,10.77,9,15.24,35.01,0.57
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,71,180,0,22,1.2,0.54,10.41,8.55,14.68,33.64,0.55
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,37,180,0,22,1.15,0.56,10.77,9,15.24,35.01,0.57
2001,2,2001,"06-29",8.1,8.55,13.4,30.7,4,180,0,22,1.1,0.58,11.13,9.42,15.84,36.39,0.58
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,72,181,0,0,1.2,0.54,10.11,8.4,14.6,33.11,0.55
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,6,181,0,0,1.1,0.58,10.83,9.3,15.76,35.89,0.58
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,39,181,0,0,1.15,0.56,10.47,8.85,15.16,34.48,0.57
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,71,181,0,0,1.2,0.54,10.11,8.4,14.6,33.11,0.55
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,38,181,0,0,1.15,0.56,10.47,8.85,15.16,34.48,0.57
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,5,181,0,0,1.1,0.58,10.83,9.3,15.76,35.89,0.58
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,37,181,0,0,1.15,0.56,10.47,8.85,15.16,34.48,0.57
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,4,181,0,0,1.1,0.58,10.83,9.3,15.76,35.89,0.58
2001,2,2001,"06-30",7.95,8.4,13.4,30.5,70,181,0,0,1.2,0.54,10.11,8.4,14.6,33.11,0.55
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,6,182,0,0,1.1,0.58,10.65,9.21,15.68,35.54,0.58
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,70,182,0,0,1.2,0.54,9.93,8.34,14.52,32.79,0.55
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,5,182,0,0,1.1,0.58,10.65,9.21,15.68,35.54,0.58
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,38,182,0,0,1.15,0.56,10.29,8.76,15.12,34.17,0.57
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,4,182,0,0,1.1,0.58,10.65,9.21,15.68,35.54,0.58
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,71,182,0,0,1.2,0.54,9.93,8.34,14.52,32.79,0.55
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,37,182,0,0,1.15,0.56,10.29,8.76,15.12,34.17,0.57
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,39,182,0,0,1.15,0.56,10.29,8.76,15.12,34.17,0.57
2001,2,2001,"07-01",7.95,8.4,13.4,30.5,72,182,0,0,1.2,0.54,9.93,8.34,14.52,32.79,0.55
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,6,183,0,4,1.1,0.58,10.68,9.03,15.56,35.27,0.58
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,5,183,0,4,1.1,0.58,10.68,9.03,15.56,35.27,0.58
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,37,183,0,4,1.15,0.56,10.32,8.61,14.96,33.89,0.57
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,4,183,0,4,1.1,0.58,10.68,9.03,15.56,35.27,0.58
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,39,183,0,4,1.15,0.56,10.32,8.61,14.96,33.89,0.57
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,72,183,0,4,1.2,0.54,9.96,8.16,14.4,32.52,0.55
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,70,183,0,4,1.2,0.54,9.96,8.16,14.4,32.52,0.55
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,38,183,0,4,1.15,0.56,10.32,8.61,14.96,33.89,0.57
2001,2,2001,"07-02",8.4,8.7,13.4,31.1,71,183,0,4,1.2,0.54,9.96,8.16,14.4,32.52,0.55
2001,2,2001,"07-03",8.85,9,13.6,32,5,184,15,0,1.1,0.58,11.73,8.88,15.44,36.05,0.58
2001,2,2001,"07-03",8.85,9,13.6,32,38,184,15,0,1.15,0.56,11.34,8.46,14.84,34.64,0.57
2001,2,2001,"07-03",8.85,9,13.6,32,4,184,15,0,1.1,0.58,11.73,8.88,15.44,36.05,0.58
2001,2,2001,"07-03",8.85,9,13.6,32,72,184,15,0,1.2,0.54,11.01,8.04,14.28,33.33,0.55
2001,2,2001,"07-03",8.85,9,13.6,32,37,184,15,0,1.15,0.56,11.34,8.46,14.84,34.64,0.57
2001,2,2001,"07-03",8.85,9,13.6,32,71,184,15,0,1.2,0.54,11.01,8.04,14.28,33.33,0.55
2001,2,2001,"07-03",8.85,9,13.6,32,39,184,15,0,1.15,0.56,11.34,8.46,14.84,34.64,0.57
2001,2,2001,"07-03",8.85,9,13.6,32,6,184,15,0,1.1,0.58,11.73,8.88,15.44,36.05,0.58
2001,2,2001,"07-03",8.85,9,13.6,32,70,184,15,0,1.2,0.54,11.01,8.04,14.28,33.33,0.55
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,72,185,0,27,1.2,0.54,11.67,9.57,14.16,35.4,0.55
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,37,185,0,27,1.15,0.56,12.06,9.96,14.72,36.74,0.57
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,4,185,0,27,1.1,0.58,12.48,10.35,15.32,38.15,0.58
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,71,185,0,27,1.2,0.54,11.67,9.57,14.16,35.4,0.55
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,6,185,0,27,1.1,0.58,12.48,10.35,15.32,38.15,0.58
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,70,185,0,27,1.2,0.54,11.67,9.57,14.16,35.4,0.55
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,38,185,0,27,1.15,0.56,12.06,9.96,14.72,36.74,0.57
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,5,185,0,27,1.1,0.58,12.48,10.35,15.32,38.15,0.58
2001,2,2001,"07-04",8.55,8.85,13.6,31.7,39,185,0,27,1.15,0.56,12.06,9.96,14.72,36.74,0.57
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,71,186,0,0,1.2,0.54,11.31,9.39,14.04,34.74,0.55
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,5,186,0,0,1.1,0.58,12.12,10.2,15.2,37.52,0.58
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,72,186,0,0,1.2,0.54,11.31,9.39,14.04,34.74,0.55
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,70,186,0,0,1.2,0.54,11.31,9.39,14.04,34.74,0.55
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,4,186,0,0,1.1,0.58,12.12,10.2,15.2,37.52,0.58
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,39,186,0,0,1.15,0.56,11.7,9.78,14.6,36.08,0.57
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,37,186,0,0,1.15,0.56,11.7,9.78,14.6,36.08,0.57
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,38,186,0,0,1.15,0.56,11.7,9.78,14.6,36.08,0.57
2001,2,2001,"07-05",8.1,8.4,13.4,30.7,6,186,0,0,1.1,0.58,12.12,10.2,15.2,37.52,0.58
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,70,187,0,0,1.2,0.54,10.83,9.18,13.88,33.89,0.55
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,4,187,0,0,1.1,0.58,11.64,9.96,15.04,36.64,0.58
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,72,187,0,0,1.2,0.54,10.83,9.18,13.88,33.89,0.55
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,38,187,0,0,1.15,0.56,11.25,9.57,14.48,35.3,0.57
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,71,187,0,0,1.2,0.54,10.83,9.18,13.88,33.89,0.55
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,37,187,0,0,1.15,0.56,11.25,9.57,14.48,35.3,0.57
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,39,187,0,0,1.15,0.56,11.25,9.57,14.48,35.3,0.57
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,6,187,0,0,1.1,0.58,11.64,9.96,15.04,36.64,0.58
2001,2,2001,"07-06",7.5,8.1,13.4,29.9,5,187,0,0,1.1,0.58,11.64,9.96,15.04,36.64,0.58
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,72,188,0,0,1.2,0.54,10.47,9.03,13.76,33.26,0.55
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,37,188,0,0,1.15,0.56,10.86,9.42,14.32,34.6,0.57
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,71,188,0,0,1.2,0.54,10.47,9.03,13.76,33.26,0.55
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,39,188,0,0,1.15,0.56,10.86,9.42,14.32,34.6,0.57
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,5,188,0,0,1.1,0.58,11.28,9.81,14.92,36.01,0.58
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,70,188,0,0,1.2,0.54,10.47,9.03,13.76,33.26,0.55
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,4,188,0,0,1.1,0.58,11.28,9.81,14.92,36.01,0.58
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,38,188,0,0,1.15,0.56,10.86,9.42,14.32,34.6,0.57
2001,2,2001,"07-07",7.65,8.1,13.4,30.1,6,188,0,0,1.1,0.58,11.28,9.81,14.92,36.01,0.58
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,72,189,0,27,1.2,0.54,11.67,10.2,13.68,35.55,0.55
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,39,189,0,27,1.15,0.56,12.06,10.59,14.28,36.93,0.57
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,71,189,0,27,1.2,0.54,11.67,10.2,13.68,35.55,0.55
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,38,189,0,27,1.15,0.56,12.06,10.59,14.28,36.93,0.57
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,70,189,0,27,1.2,0.54,11.67,10.2,13.68,35.55,0.55
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,6,189,0,27,1.1,0.58,12.48,10.98,14.84,38.3,0.58
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,4,189,0,27,1.1,0.58,12.48,10.98,14.84,38.3,0.58
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,37,189,0,27,1.15,0.56,12.06,10.59,14.28,36.93,0.57
2001,2,2001,"07-08",7.8,8.25,13.4,30.3,5,189,0,27,1.1,0.58,12.48,10.98,14.84,38.3,0.58
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,39,190,0,0,1.15,0.56,11.79,10.44,14.16,36.39,0.57
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,38,190,0,0,1.15,0.56,11.79,10.44,14.16,36.39,0.57
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,72,190,0,0,1.2,0.54,11.4,10.08,13.6,35.08,0.55
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,37,190,0,0,1.15,0.56,11.79,10.44,14.16,36.39,0.57
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,6,190,0,0,1.1,0.58,12.18,10.86,14.76,37.8,0.58
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,71,190,0,0,1.2,0.54,11.4,10.08,13.6,35.08,0.55
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,5,190,0,0,1.1,0.58,12.18,10.86,14.76,37.8,0.58
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,70,190,0,0,1.2,0.54,11.4,10.08,13.6,35.08,0.55
2001,2,2001,"07-09",8.1,8.4,13.4,30.7,4,190,0,0,1.1,0.58,12.18,10.86,14.76,37.8,0.58
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,39,191,0,0,1.15,0.56,11.61,10.35,14.12,36.08,0.57
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,72,191,0,0,1.2,0.54,11.19,9.99,13.52,34.7,0.55
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,71,191,0,0,1.2,0.54,11.19,9.99,13.52,34.7,0.55
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,38,191,0,0,1.15,0.56,11.61,10.35,14.12,36.08,0.57
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,6,191,0,0,1.1,0.58,12,10.77,14.68,37.45,0.58
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,70,191,0,0,1.2,0.54,11.19,9.99,13.52,34.7,0.55
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,37,191,0,0,1.15,0.56,11.61,10.35,14.12,36.08,0.57
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,5,191,0,0,1.1,0.58,12,10.77,14.68,37.45,0.58
2001,2,2001,"07-10",7.95,8.4,13.4,30.5,4,191,0,0,1.1,0.58,12,10.77,14.68,37.45,0.58
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,72,192,2,0,1.2,0.54,11.1,9.9,13.48,34.48,0.55
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,5,192,2,0,1.1,0.58,11.91,10.68,14.64,37.23,0.58
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,70,192,2,0,1.2,0.54,11.1,9.9,13.48,34.48,0.55
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,71,192,2,0,1.2,0.54,11.1,9.9,13.48,34.48,0.55
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,39,192,2,0,1.15,0.56,11.49,10.29,14.04,35.82,0.57
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,6,192,2,0,1.1,0.58,11.91,10.68,14.64,37.23,0.58
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,38,192,2,0,1.15,0.56,11.49,10.29,14.04,35.82,0.57
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,37,192,2,0,1.15,0.56,11.49,10.29,14.04,35.82,0.57
2001,2,2001,"07-11",7.95,8.4,13.4,30.5,4,192,2,0,1.1,0.58,11.91,10.68,14.64,37.23,0.58
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,71,193,0,0,1.2,0.54,10.8,9.75,13.36,33.91,0.55
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,5,193,0,0,1.1,0.58,11.61,10.53,14.52,36.66,0.58
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,70,193,0,0,1.2,0.54,10.8,9.75,13.36,33.91,0.55
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,4,193,0,0,1.1,0.58,11.61,10.53,14.52,36.66,0.58
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,39,193,0,0,1.15,0.56,11.22,10.14,13.96,35.32,0.57
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,6,193,0,0,1.1,0.58,11.61,10.53,14.52,36.66,0.58
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,38,193,0,0,1.15,0.56,11.22,10.14,13.96,35.32,0.57
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,72,193,0,0,1.2,0.54,10.8,9.75,13.36,33.91,0.55
2001,2,2001,"07-12",8.1,8.4,13.4,30.7,37,193,0,0,1.15,0.56,11.22,10.14,13.96,35.32,0.57
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,70,194,0,28,1.2,0.54,11.67,11.28,13.28,36.23,0.55
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,6,194,0,28,1.1,0.58,12.48,12.06,14.44,38.98,0.58
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,39,194,0,28,1.15,0.56,12.06,11.67,13.88,37.61,0.57
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,5,194,0,28,1.1,0.58,12.48,12.06,14.44,38.98,0.58
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,38,194,0,28,1.15,0.56,12.06,11.67,13.88,37.61,0.57
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,4,194,0,28,1.1,0.58,12.48,12.06,14.44,38.98,0.58
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,72,194,0,28,1.2,0.54,11.67,11.28,13.28,36.23,0.55
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,37,194,0,28,1.15,0.56,12.06,11.67,13.88,37.61,0.57
2001,2,2001,"07-13",8.1,8.4,13.4,30.7,71,194,0,28,1.2,0.54,11.67,11.28,13.28,36.23,0.55
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,6,195,0,0,1.1,0.58,12.18,11.91,14.32,38.41,0.58
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,39,195,0,0,1.15,0.56,11.76,11.52,13.76,37.04,0.57
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,37,195,0,0,1.15,0.56,11.76,11.52,13.76,37.04,0.57
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,72,195,0,0,1.2,0.54,11.37,11.13,13.16,35.66,0.55
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,38,195,0,0,1.15,0.56,11.76,11.52,13.76,37.04,0.57
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,4,195,0,0,1.1,0.58,12.18,11.91,14.32,38.41,0.58
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,5,195,0,0,1.1,0.58,12.18,11.91,14.32,38.41,0.58
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,71,195,0,0,1.2,0.54,11.37,11.13,13.16,35.66,0.55
2001,2,2001,"07-14",7.95,8.4,13.4,30.5,70,195,0,0,1.2,0.54,11.37,11.13,13.16,35.66,0.55
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,38,196,0,0,1.15,0.56,11.58,11.4,13.72,36.7,0.57
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,6,196,0,0,1.1,0.58,11.97,11.79,14.28,38.04,0.58
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,72,196,0,0,1.2,0.54,11.19,11.01,13.12,35.32,0.55
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,70,196,0,0,1.2,0.54,11.19,11.01,13.12,35.32,0.55
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,37,196,0,0,1.15,0.56,11.58,11.4,13.72,36.7,0.57
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,71,196,0,0,1.2,0.54,11.19,11.01,13.12,35.32,0.55
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,39,196,0,0,1.15,0.56,11.58,11.4,13.72,36.7,0.57
2001,2,2001,"07-15",7.8,8.25,13.4,30.3,5,196,0,0,1.1,0.58,11.97,11.79,14.28,38.04,0.58
